Date,Equipment,Plane Score,Connection Score,Rotation Score,Bat Speed (mph),Rotational Acceleration (g),On Plane Efficiency (%),Attack Angle (deg),Early Connection (deg),Connection at Impact (deg),Vertical Bat Angle (deg),Power (kW),Time to Contact (sec),Peak Hand Speed (mph),Blast Factor
"September 30, 2018 / 10:38am",Axe Avenge 2017,,,,69.5,,,-2,,,-25,5.4,0.11,16.7,68
"September 30, 2018 / 10:38am",Axe Avenge 2017,,,,62.5,,,-8,,,-25,4.61,0.11,17.3,69
"September 30, 2018 / 10:38am",Axe Avenge 2017,,,,77,,,2,,,-23,6.3,0.12,18.8,74
"September 30, 2018 / 10:37am",Axe Avenge 2017,,,,75.7,,,13,,,-22,5.29,0.14,19.6,78
"September 30, 2018 / 10:37am",Axe Avenge 2017,,,,72.6,,,-6,,,-31,6,0.11,17.2,67
"September 30, 2018 / 10:37am",Axe Avenge 2017,,,,71.1,,,3,,,-35,5.56,0.12,16.8,73
"September 30, 2018 / 10:36am",Axe Avenge 2017,,,,69.8,,,-8,,,-29,5.65,0.11,17.5,68
"September 30, 2018 / 10:35am",Axe Avenge 2017,,,,66.8,,,-1,,,-10,5.48,0.1,16.5,65
"September 30, 2018 / 10:35am",Axe Avenge 2017,,,,66,,,-10,,,-22,4.63,0.12,16.8,63
"September 30, 2018 / 10:35am",Axe Avenge 2017,,,,65.5,,,4,,,-13,4.34,0.13,16,68
"September 30, 2018 / 10:35am",Axe Avenge 2017,,,,63.2,,,-8,,,-12,4.72,0.11,16.1,67
"September 30, 2018 / 10:34am",Axe Avenge 2017,,,,68.5,,,-12,,,-14,4.82,0.12,17,63
"September 30, 2018 / 10:34am",Axe Avenge 2017,,,,67.2,,,-6,,,-11,4.57,0.13,14.9,62
"September 30, 2018 / 10:34am",Axe Avenge 2017,,,,61,,,-20,,,-13,4.23,0.11,16,63
"September 30, 2018 / 10:34am",Axe Avenge 2017,,,,63.7,,,-17,,,-12,4.39,0.12,17.1,62
"September 30, 2018 / 10:34am",Axe Avenge 2017,,,,66.7,,,9,,,-15,4.23,0.13,15,70
"September 30, 2018 / 10:34am",Axe Avenge 2017,,,,65.4,,,6,,,-21,3.9,0.14,16.5,68
"September 30, 2018 / 10:33am",Axe Avenge 2017,,,,61.6,,,10,,,-21,3.46,0.14,16.6,63
"September 30, 2018 / 10:33am",Axe Avenge 2017,,,,62.2,,,-2,,,-23,3.68,0.13,16,60
"September 30, 2018 / 10:33am",Axe Avenge 2017,,,,64.1,,,-8,,,-23,4.03,0.13,16.1,63
"September 30, 2018 / 10:33am",Axe Avenge 2017,,,,63.9,,,-5,,,-25,3.94,0.13,16.8,62
"September 30, 2018 / 10:33am",Axe Avenge 2017,,,,70.9,,,5,,,-21,5.16,0.12,16.7,71
"September 30, 2018 / 10:32am",Axe Avenge 2017,,,,63.7,,,3,,,-24,3.81,0.14,17.8,65
"September 30, 2018 / 10:32am",Axe Avenge 2017,,,,68.6,,,1,,,-22,4.84,0.12,17.5,65
"September 30, 2018 / 10:32am",Axe Avenge 2017,,,,61.6,,,-18,,,-25,4.25,0.11,18,67
"September 30, 2018 / 10:30am",Andrew Axe Avenge 2017,,,,67,,,-5,,,-21,3.49,0.14,15.6,60
"September 30, 2018 / 10:30am",Andrew Axe Avenge 2017,,,,73.8,,,-3,,,-20,3.76,0.16,20.1,61
"September 30, 2018 / 10:30am",Andrew Axe Avenge 2017,,,,69.6,,,-9,,,-23,3.61,0.15,16.5,58
"September 30, 2018 / 10:30am",Andrew Axe Avenge 2017,,,,72.2,,,-1,,,-23,3.79,0.15,17.6,62
"September 30, 2018 / 10:29am",Andrew Axe Avenge 2017,,,,51.1,,,-16,,,-23,1.64,0.18,12.6,34
"September 30, 2018 / 10:29am",Andrew Axe Avenge 2017,,,,69.4,,,2,,,-24,3.5,0.15,17.2,62
"September 30, 2018 / 10:29am",Andrew Axe Avenge 2017,,,,64.2,,,-22,,,-14,3.25,0.14,16.6,55
"September 30, 2018 / 10:28am",Andrew Axe Avenge 2017,,,,68.7,,,5,,,-26,3.48,0.15,17.5,63
"September 30, 2018 / 10:28am",Andrew Axe Avenge 2017,,,,66.2,,,-15,,,-20,3.36,0.14,15.3,54
"September 30, 2018 / 10:17am",Demarini Wood Composite,,,,62.6,,,3,,,-43,3.39,0.15,18.3,67
"September 30, 2018 / 10:17am",Demarini Wood Composite,,,,61.9,,,1,,,-38,3.66,0.14,18.3,73
"September 30, 2018 / 10:16am",Demarini Wood Composite,,,,62.9,,,8,,,-39,3.67,0.14,19.9,79
"September 30, 2018 / 10:16am",Demarini Wood Composite,,,,58.5,,,1,,,-42,3.36,0.13,20.3,80
"September 30, 2018 / 10:16am",Demarini Wood Composite,,,,49.5,,,0,,,-60,1.84,0.18,17.8,61
"September 30, 2018 / 10:16am",Demarini Wood Composite,,,,59.2,,,0,,,-43,2.88,0.16,18.4,58
"September 30, 2018 / 10:16am",Demarini Wood Composite,,,,59.4,,,-7,,,-41,3.23,0.14,17.9,64
"September 30, 2018 / 10:16am",Demarini Wood Composite,,,,65.4,,,4,,,-38,3.8,0.15,19.2,71
"September 30, 2018 / 10:16am",Demarini Wood Composite,,,,61.3,,,-3,,,-39,3.3,0.15,18.8,70
"September 30, 2018 / 10:15am",Demarini Wood Composite,,,,56.8,,,6,,,-50,2.62,0.16,19.6,78
"September 30, 2018 / 10:15am",Demarini Wood Composite,,,,56.4,,,3,,,-40,2.76,0.15,20,66
"September 30, 2018 / 10:15am",Demarini Wood Composite,,,,63.3,,,2,,,-43,3.43,0.15,17.7,66
"September 30, 2018 / 10:15am",Demarini Wood Composite,,,,67.1,,,14,,,-32,3.96,0.15,18.8,77
"September 30, 2018 / 10:15am",Demarini Wood Composite,,,,63.2,,,-2,,,-37,3.86,0.14,19.7,71
"September 30, 2018 / 10:15am",Demarini Wood Composite,,,,59.3,,,-5,,,-47,3.13,0.15,19.6,70
"September 30, 2018 / 10:15am",Demarini Wood Composite,,,,54.3,,,6,,,-51,2.26,0.17,19.8,58
"September 30, 2018 / 10:14am",Demarini Wood Composite,,,,65.8,,,0,,,-44,3.85,0.15,18.5,73
"September 30, 2018 / 10:14am",Demarini Wood Composite,,,,59.7,,,2,,,-33,3.13,0.15,18.6,71
"September 30, 2018 / 10:14am",Demarini Wood Composite,,,,51.8,,,-16,,,-43,2.39,0.15,18.4,64
"September 30, 2018 / 10:13am",Zinger Bat Company - X318,,,,53.7,,,3,,,-46,2.3,0.16,18.2,53
"September 30, 2018 / 10:13am",Zinger Bat Company - X318,,,,51.3,,,1,,,-41,2.2,0.15,20.8,47
"September 30, 2018 / 10:01am",Axe Avenge 2017,,,,65.6,,,5,,,-12,4.16,0.13,16.2,73
"September 30, 2018 / 10:01am",Axe Avenge 2017,,,,68.4,,,2,,,-20,4.58,0.13,16.6,66
"September 30, 2018 / 10:01am",Axe Avenge 2017,,,,63.8,,,10,,,-20,3.93,0.13,15.7,70
"September 30, 2018 / 10:01am",Axe Avenge 2017,,,,65.1,,,-2,,,-26,4.03,0.13,16.2,66
"September 30, 2018 / 10:01am",Axe Avenge 2017,,,,60.1,,,15,,,-17,3.29,0.14,16.1,71
"September 30, 2018 / 10:01am",Axe Avenge 2017,,,,64.4,,,6,,,-32,4,0.13,18.5,75
"September 30, 2018 / 10:01am",Axe Avenge 2017,,,,64.8,,,7,,,-28,3.82,0.14,17.2,73
"September 30, 2018 / 10:01am",Axe Avenge 2017,,,,59.9,,,7,,,-32,3.27,0.14,17.1,69
"September 30, 2018 / 10:01am",Axe Avenge 2017,,,,63.3,,,8,,,-30,3.76,0.14,17.4,77
"September 30, 2018 / 10:01am",Axe Avenge 2017,,,,63.9,,,3,,,-41,3.61,0.14,17.5,65
"September 30, 2018 / 10:00am",Axe Avenge 2017,,,,63.7,,,3,,,-43,3.65,0.14,18.7,74
"September 30, 2018 / 10:00am",Axe Avenge 2017,,,,63.6,,,6,,,-43,3.63,0.14,18.4,72
"September 30, 2018 / 10:00am",Axe Avenge 2017,,,,57.1,,,6,,,-36,3.05,0.14,17.9,86
"September 30, 2018 / 9:52am",Easton CU31,,,,55.6,,,10,,,-51,2.45,0.13,17.9,80
"September 30, 2018 / 9:52am",Easton CU31,,,,59.2,,,-11,,,-49,2.91,0.13,19.8,74
"September 30, 2018 / 9:52am",Easton CU31,,,,59.5,,,-3,,,-46,2.98,0.13,18.8,75
"September 30, 2018 / 9:52am",Easton CU31,,,,60.8,,,1,,,-49,2.84,0.14,17.2,71
"September 30, 2018 / 9:52am",Easton CU31,,,,58.4,,,1,,,-35,2.78,0.13,16.8,76
"September 30, 2018 / 9:52am",Easton CU31,,,,60,,,0,,,-47,2.73,0.14,16.8,70
"September 30, 2018 / 9:52am",Easton CU31,,,,60.6,,,2,,,-33,3.05,0.13,17.3,75
"September 30, 2018 / 9:52am",Easton CU31,,,,61.7,,,4,,,-41,2.89,0.14,18,70
"September 30, 2018 / 9:52am",Easton CU31,,,,64.9,,,4,,,-38,3.39,0.13,19,72
"September 30, 2018 / 9:52am",Easton CU31,,,,63.9,,,3,,,-38,3.33,0.13,19.9,70
"September 30, 2018 / 9:50am",Demarini Wood Composite,,,,69.7,,,11,,,-41,3.84,0.14,21,95
"September 30, 2018 / 9:50am",Demarini Wood Composite,,,,67.9,,,12,,,-45,3.69,0.14,19.4,91
"September 30, 2018 / 9:50am",Demarini Wood Composite,,,,68,,,14,,,-37,3.65,0.14,19.3,95
"September 30, 2018 / 9:41am",Demarini Wood Composite,,,,63.4,,,12,,,-38,2.77,0.16,15.8,70
"September 30, 2018 / 9:37am",Demarini Wood Composite,,,,61.3,,,13,,,-37,2.59,0.16,16,69
"September 30, 2018 / 9:36am",Demarini Wood Composite,,,,62.7,,,12,,,-35,2.68,0.16,15.8,71
"September 30, 2018 / 9:36am",Demarini Wood Composite,,,,52.6,,,11,,,-41,2.04,0.15,17.1,65
"September 30, 2018 / 9:35am",Demarini Wood Composite,,,,53.8,,,18,,,-39,1.97,0.16,16.8,57
"September 30, 2018 / 9:35am",Demarini Wood Composite,,,,58,,,11,,,-35,2.41,0.15,14.8,65
"September 30, 2018 / 9:34am",Demarini Wood Composite,,,,56.4,,,12,,,-37,2.2,0.16,15.1,59
"September 30, 2018 / 9:32am",Demarini Wood Composite,,,,55.4,,,13,,,-41,1.99,0.17,14.8,58
"September 30, 2018 / 9:32am",Demarini Wood Composite,,,,55.2,,,8,,,-36,2.19,0.15,15.1,64
"September 30, 2018 / 9:27am",Axe Avenge 2017,,,,54.3,,,8,,,-41,2.32,0.16,14.1,73
"September 30, 2018 / 9:24am",Axe Avenge 2017,,,,51.8,,,12,,,-44,2.19,0.16,13.7,66
"September 28, 2018 / 2:15pm",Zinger Bat Company - X318,,,,65.5,,,16,,,-14,4.56,0.12,16.6,80
"September 28, 2018 / 12:53pm",Zinger Bat Company - X318,,,,60.7,,,15,,,-26,3.62,0.13,19.7,80
"September 28, 2018 / 12:51pm",Zinger Bat Company - X318,,,,71,,,20,,,-22,4.87,0.13,21.7,76
"September 28, 2018 / 12:50pm",Zinger Bat Company - X318,,,,68,,,21,,,-28,3.93,0.15,22.7,73
"September 28, 2018 / 12:46pm",Zinger Bat Company - X318,,,,66.8,,,24,,,-12,3.64,0.16,19.4,71
"September 28, 2018 / 12:38pm",Zinger Bat Company - X318,,,,65.7,,,20,,,-38,3.57,0.15,21.4,71
"September 27, 2018 / 5:26pm",Mike Trout,,,,54.8,,,21,,,-43,2.42,0.16,18.3,73
"September 27, 2018 / 5:26pm",Mike Trout,,,,55.1,,,17,,,-47,2.42,0.16,18.2,70
"September 27, 2018 / 5:26pm",Mike Trout,,,,64.9,,,15,,,-35,3.58,0.15,17.4,76
"September 27, 2018 / 5:25pm",Mike Trout,,,,65.7,,,17,,,-36,3.4,0.16,18.1,82
"September 27, 2018 / 5:25pm",Mike Trout,,,,50.9,,,17,,,-47,2.14,0.15,18.8,69
"September 27, 2018 / 5:25pm",Mike Trout,,,,50.7,,,12,,,-49,2.1,0.16,16.3,74
"September 27, 2018 / 5:25pm",Mike Trout,,,,58.9,,,8,,,-41,2.73,0.16,15.1,64
"September 27, 2018 / 5:24pm",Mike Trout,,,,61.3,,,17,,,-41,3.19,0.15,18.6,78
"September 27, 2018 / 5:24pm",Mike Trout,,,,55.6,,,18,,,-43,2.56,0.15,19.6,76
"September 27, 2018 / 5:24pm",Mike Trout,,,,53.2,,,12,,,-50,2.47,0.15,17.2,80
"September 27, 2018 / 5:24pm",Mike Trout,,,,62.9,,,10,,,-39,3.4,0.15,17.2,75
"September 27, 2018 / 5:23pm",Mike Trout,,,,60.9,,,13,,,-43,3.15,0.15,18.4,83
"September 27, 2018 / 5:23pm",Mike Trout,,,,54.8,,,12,,,-49,2.39,0.16,18.5,63
"September 27, 2018 / 5:23pm",Mike Trout,,,,54.2,,,7,,,-53,2.28,0.16,17.7,72
"September 27, 2018 / 5:23pm",Mike Trout,,,,54.9,,,11,,,-56,2.31,0.17,17.9,68
"September 27, 2018 / 5:22pm",Easton Cu31 Weighted,,,,49.3,,,12,,,-55,1.81,0.15,19.2,63
"September 27, 2018 / 5:22pm",Easton Cu31 Weighted,,,,53,,,12,,,-57,2.01,0.15,17.4,75
"September 27, 2018 / 5:21pm",Easton Cu31 Weighted,,,,59,,,13,,,-50,2.37,0.16,15.4,69
"September 27, 2018 / 5:20pm",Easton CU31,,,,62.7,,,17,,,-35,2.72,0.16,16,72
"September 27, 2018 / 5:19pm",Easton CU31,,,,61.4,,,17,,,-35,2.61,0.16,15.8,72
"September 27, 2018 / 5:19pm",Easton CU31,,,,59.6,,,21,,,-37,2.61,0.15,16.7,59
"September 27, 2018 / 5:19pm",Easton CU31,,,,57,,,19,,,-36,2.43,0.15,16.5,62
"September 27, 2018 / 5:19pm",Easton CU31,,,,54.5,,,25,,,-38,1.95,0.17,15.9,58
"September 27, 2018 / 5:18pm",Easton CU31,,,,62.3,,,22,,,-39,2.94,0.15,16.8,69
"September 27, 2018 / 5:18pm",Easton CU31,,,,65.7,,,19,,,-42,3.36,0.14,16.9,78
"September 27, 2018 / 5:18pm",Easton CU31,,,,61.2,,,20,,,-41,2.8,0.15,17.4,65
"September 27, 2018 / 5:18pm",Easton CU31,,,,63.6,,,17,,,-42,3.06,0.15,15.5,76
"September 27, 2018 / 5:17pm",Easton CU31,,,,71.1,,,17,,,-34,3.99,0.14,16.4,77
"September 27, 2018 / 5:17pm",Easton CU31,,,,72.7,,,20,,,-34,4.06,0.14,17.5,78
"September 27, 2018 / 5:14pm",Mike Trout,,,,55.3,,,10,,,-43,2.17,0.18,16.4,66
"September 27, 2018 / 5:13pm",Mike Trout,,,,61.1,,,18,,,-38,3.09,0.15,18.6,67
"September 27, 2018 / 5:13pm",Mike Trout,,,,65,,,21,,,-33,3.41,0.16,18.1,73
"September 27, 2018 / 5:13pm",Mike Trout,,,,58.8,,,21,,,-35,2.63,0.17,16.5,66
"September 27, 2018 / 5:13pm",Mike Trout,,,,53.2,,,15,,,-41,2.18,0.17,16.2,69
"September 27, 2018 / 5:12pm",Mike Trout,,,,63.9,,,10,,,-15,4.13,0.13,12.4,81
"September 27, 2018 / 5:11pm",Mike Trout,,,,58.6,,,23,,,-43,2.74,0.16,13.8,52
"September 27, 2018 / 5:11pm",Mike Trout,,,,64.4,,,23,,,-19,3.52,0.15,13.8,59
"September 27, 2018 / 5:11pm",Mike Trout,,,,73.8,,,18,,,-20,4.82,0.14,14.2,69
"September 27, 2018 / 5:10pm",Mike Trout,,,,44.5,,,17,,,-54,1.45,0.17,17.3,64
"September 27, 2018 / 5:10pm",Mike Trout,,,,52.5,,,20,,,-45,2.22,0.16,16.6,47
"September 27, 2018 / 5:10pm",Mike Trout,,,,70.6,,,20,,,-22,4.35,0.15,14,71
"September 27, 2018 / 5:10pm",Mike Trout,,,,57.6,,,25,,,-21,2.71,0.16,11.4,52
"September 27, 2018 / 5:09pm",Mike Trout,,,,70,,,18,,,-19,4.17,0.15,14.9,69
"September 27, 2018 / 5:09pm",Mike Trout,,,,67.2,,,20,,,-21,3.89,0.15,14,67
"September 27, 2018 / 5:09pm",Mike Trout,,,,65.5,,,13,,,-24,3.7,0.15,14.3,73
"September 27, 2018 / 5:08pm",Mike Trout,,,,69.6,,,14,,,-26,4.23,0.15,15.3,75
"September 27, 2018 / 5:08pm",Mike Trout,,,,70.7,,,21,,,-21,4.68,0.14,15.2,66
"September 27, 2018 / 5:08pm",Mike Trout,,,,75.1,,,22,,,-20,5.45,0.13,16,67
"September 27, 2018 / 5:08pm",Mike Trout,,,,66.8,,,17,,,-21,4.18,0.14,16.2,69
"September 27, 2018 / 5:07pm",Mike Trout,,,,76.1,,,19,,,-24,5.2,0.14,18.5,85
"September 27, 2018 / 5:07pm",Mike Trout,,,,50.4,,,17,,,-46,2.08,0.16,17.6,61
"September 27, 2018 / 5:07pm",Mike Trout,,,,50.9,,,14,,,-48,2.2,0.15,17.2,77
"September 27, 2018 / 5:06pm",Mike Trout,,,,50.8,,,20,,,-45,2.11,0.16,19,50
